customer_tweet_id,conversation_id,customer_text,stratum,natural_weight,llm_suggested_intent,llm_suggested_escalate,human_intent,human_escalate,changed_by_human,label_timestamp,seconds_spent,round
559291,494801,@hulu_support How can you suck this bad? I just signed up again and it’s worse than before. Auburn an Georgia freezes every 5 minutes.,core_proportional,0.0135135135135135,app_technical_issues,False,other,True,True,2026-09-13T16:14:50.503056+00:00,25.0,1
464786,407728,@hulu_support I don't like how it's mostly text based and all the titles look the same (same font). The show/movie logo should be displayed because it's recognizable for customers and better distinguishes between the different shows and movies.,core_proportional,0.0135135135135135,app_interface_and_ux,False,content_availability,True,True,2026-09-13T16:35:27.130024+00:00,28.2,1
2980662,2804342,"@hulu_support Okay, I paid you guys already for this month, so why is my service disconnected? Please send a DM message.",core_proportional,0.0135135135135135,account_and_billing_management,False,content_availability,True,True,2026-09-13T16:35:52.239226+00:00,4.6,1
460328,403888,@hulu_support Can you add @224379?,core_proportional,0.0135135135135135,content_availability,False,content_availability,True,False,2026-09-13T16:50:03.756985+00:00,22.5,1
565509,500671,@hulu_support I would definitely check that out. I appreciate your response. Wondering such repetition not going to impress customers though,core_proportional,0.0135135135135135,commercials_and_ads,False,other,False,True,2026-09-13T16:53:12.056684+00:00,14.2,1
2971763,2795172,@hulu_support A Roku express and Roku stream stick.,core_proportional,0.0135135135135135,technical_support_and_errors,False,content_availability,True,True,2026-09-13T17:02:33.152452+00:00,9.0,1
2927259,2751817,@hulu_support Firestick. We've been experiencing playback failures and buffering/pixelization issues since the last push.,core_proportional,0.0135135135135135,technical_support_and_errors,False,content_availability,False,True,2026-09-13T17:02:48.298296+00:00,15.1,1
561124,496562,@hulu_support Constant buffering on all device types. I want to like your service but this quality is super disappointing.,core_proportional,0.0135135135135135,technical_support_and_errors,False,content_availability,False,True,2026-09-13T17:02:51.483075+00:00,3.2,1
458827,402499,@hulu_support Nvmmmm I managed to get it to workkkk,core_proportional,0.0135135135135135,technical_support_and_errors,False,account_and_billing_management,False,True,2026-09-13T17:02:56.694646+00:00,5.2,1
561153,496562,"@hulu_support Doesn’t work on mobile, either. You’ll be giving us all refunds, right? I’m not paying for this shit.",core_proportional,0.0135135135135135,account_and_billing_management,False,live_tv_streaming,True,True,2026-09-13T17:03:00.511231+00:00,3.8,1
597214,496562,@hulu_support No problem. The ACC Ch and Big 10 Ch games both streamed just fine.,core_proportional,0.0135135135135135,live_tv_streaming,False,live_tv_streaming,False,False,2026-09-13T17:03:03.162839+00:00,2.6,1
2901719,398726,@250716 @hulu_support Mine does that as well,core_proportional,0.0135135135135135,other,True,commercials_and_ads,False,True,2026-09-13T17:03:08.734055+00:00,5.6,1
2872803,2698204,@hulu_support I suppose I can shoot a video showing my specific frustrations.,core_proportional,0.0135135135135135,app_interface_and_ux,False,commercials_and_ads,True,True,2026-09-13T17:03:11.388330+00:00,2.7,1
2894845,2719780,@hulu_support I know you don't...that's why I made the request.,core_proportional,0.0135135135135135,app_interface_and_ux,False,technical_support_and_errors,False,True,2026-09-13T17:03:13.825902+00:00,2.4,1
457266,401157,@hulu_support how come wwe Smackdown doesn't go into my dvr immediately if I set it to record? I have to wait till the next day to watch it,core_proportional,0.0135135135135135,live_tv_streaming,False,technical_support_and_errors,True,True,2026-09-13T17:03:15.926599+00:00,2.1,1
490963,431300,Trying to watch #RHOC on @hulu_support but can't because it skips every other word..not cool for my first free month..,core_proportional,0.0135135135135135,technical_support_and_errors,False,app_interface_and_ux,False,True,2026-09-13T17:03:18.261620+00:00,2.3,1
2909735,2734398,"dear @115940 @hulu_support - would you kindly fix the ongoing issues you’ve been having with @120330. i am missing @29164. 

#outrage",core_proportional,0.0135135135135135,content_availability,False,app_interface_and_ux,True,True,2026-09-13T17:03:20.195793+00:00,1.9,1
2890153,2715233,"@hulu_support Fixed on the 25th, then bad again on the 27th. Fixed this morning &amp; now not. Says I haven't watched what I have.",core_proportional,0.0135135135135135,watchlist_and_playback_tracking,False,watchlist_and_playback_tracking,False,False,2026-09-13T17:03:22.255233+00:00,2.1,1
2898152,2723004,"@hulu_support I just got #HuluLive and it's still in beta.
Got some bugs to work out like:
DVR always on hurts live signal.
Signal interruption.
No live or DVR on PS4 (Vue must be upset)
Maybe bring in history channel? IFC? TWD? but I know different services buy channels. https://t.co/Qshs6ktLOQ",core_proportional,0.0135135135135135,live_tv_streaming,False,content_availability,False,True,2026-09-13T17:04:17.922979+00:00,10.1,1
2914747,2739403,"@hulu_support If something is not available, it shouldn't appear anywhere, in any list. By your logic, every movie/TV show ever created should be on your list regardless of its availability, bc ""it may become available later."" Very lazy!",core_proportional,0.0135135135135135,app_interface_and_ux,False,content_availability,True,True,2026-09-13T17:04:22.426501+00:00,4.5,1
569000,504019,@hulu_support Now it's doing it during OSU vs. Wisconsin too. You guys need to figure this out.,core_proportional,0.0135135135135135,live_tv_streaming,False,account_and_billing_management,False,True,2026-09-13T17:04:25.733888+00:00,3.3,1
564389,499570,@hulu_support @251330 It's frustrating to finally cut cable and pay over $40  a month and it suck during the biggest game. Still not working btw,core_proportional,0.0135135135135135,live_tv_streaming,False,account_and_billing_management,True,True,2026-09-13T17:04:29.966484+00:00,4.2,1
2903394,2728213,@115940 we need a download button🤗,core_proportional,0.0135135135135135,app_interface_and_ux,False,live_tv_streaming,False,True,2026-09-13T17:04:37.215976+00:00,7.2,1
460357,403915,"@115940 needs to refund me or give me free acess cause they’re programming sucks!!! Forever freezing, choppy &amp; on the tv it says no videos are available 🙄😒 wtf am I paying for ?!",core_proportional,0.0135135135135135,technical_support_and_errors,True,live_tv_streaming,True,True,2026-09-13T17:04:39.823358+00:00,2.6,1
447712,392524,"Technology may be better, but at least when you’re rewinding or fast forwarding a VHS you know exactly where to stop. Looking at you @115940",core_proportional,0.0135135135135135,app_interface_and_ux,False,commercials_and_ads,False,True,2026-09-13T17:04:43.052343+00:00,3.2,1
2914754,2739407,@115940 The new interface would be a lot more tolerable if the Roku replay button still worked.,core_proportional,0.0135135135135135,app_interface_and_ux,False,commercials_and_ads,True,True,2026-09-13T17:04:45.847123+00:00,2.8,1
542659,479282,Everyday I ask myself why I pay @115940 even their own original shows have commercials ... ugh I am considering canceling....,core_proportional,0.0135135135135135,commercials_and_ads,False,technical_support_and_errors,False,True,2026-09-13T17:04:48.130669+00:00,2.3,1
2914719,2739372,@115940 please go back to the old version this new update is pretty bad no offense,core_proportional,0.0135135135135135,app_interface_and_ux,False,technical_support_and_errors,True,True,2026-09-13T17:04:50.604278+00:00,2.5,1
525111,463050,@238004 when is the next episode 2  of east los season 5 gonna come on @115940,core_proportional,0.0135135135135135,content_availability,False,app_interface_and_ux,False,True,2026-09-13T17:04:53.344614+00:00,2.7,1
2969316,2792758,I wonder when @82724: Chicago will be on @115940.,core_proportional,0.0135135135135135,content_availability,False,app_interface_and_ux,True,True,2026-09-13T17:04:55.634393+00:00,2.3,1
486319,426850,@115940 WHERE IS THE NEW SEASON OF FEAR THE WALKING DEAD!!!!!,core_proportional,0.0135135135135135,other,True,watchlist_and_playback_tracking,False,True,2026-09-13T17:04:58.315599+00:00,2.7,1
567904,503016,When does @115940  get the new season of keeping up with the kardashian?,core_proportional,0.0135135135135135,other,True,watchlist_and_playback_tracking,True,True,2026-09-13T17:05:01.265847+00:00,2.9,1
97522,75848,Dear @115940 why is the latest episode of @1760 not available yet? Never takes this long,core_proportional,0.0135135135135135,other,True,other,False,False,2026-09-13T17:05:06.735594+00:00,5.5,1
